customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST10200,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,65.02,2976.02,Yes
CUST10201,Male,0,Yes,No,5,No,No,DSL,No,No,No,No,Yes,Month-to-month,No,Mailed check,45.41,284.05,No
CUST10202,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,One year,No,Mailed check,58.86,243.69,Yes
CUST10203,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,Yes,Two year,No,Electronic check,52.48,3835.86,No
CUST10204,Female,0,No,No,2,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,23.43,83.86,No
CUST10205,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,Two year,No,Mailed check,49.33,793.8,No
CUST10206,Male,0,Yes,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,53.28,1176.65,No
CUST10207,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Two year,No,Bank transfer,48.74,941.64,No
CUST10208,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Electronic check,59.98,190.95,No
CUST10209,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Two year,Yes,Electronic check,45.54,82.66,No
CUST10210,Female,0,No,Yes,2,No,No,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Credit card,69.19,213.9,No
CUST10211,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,42.47,927.7,No
CUST10212,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Credit card,43.26,826.98,No
CUST10213,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Two year,No,Electronic check,68.94,487.35,Yes
CUST10214,Female,0,No,Yes,24,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,47.86,1182.67,Yes
CUST10215,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.51,2372.2,No
CUST10216,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card,52.63,107.91,No
CUST10217,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Electronic check,57.79,978.07,Yes
CUST10218,Female,0,No,No,28,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,21.53,627.52,No
CUST10219,Female,0,Yes,No,6,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.23,170.67,Yes
CUST10220,Female,1,No,No,8,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Credit card,20.35,182.84,No
CUST10221,Female,0,No,Yes,22,Yes,Yes,DSL,No,No,Yes,No,No,Two year,No,Credit card,36.47,841.06,No
CUST10222,Male,0,Yes,Yes,54,Yes,No,DSL,No,No,Yes,Yes,No,One year,Yes,Credit card,46.84,2590.03,No
CUST10223,Male,1,Yes,Yes,39,Yes,No,DSL,Yes,No,No,Yes,No,Two year,Yes,Credit card,45.15,1810.73,No
CUST10224,Male,0,Yes,Yes,20,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36.13,760.74,Yes
CUST10225,Male,0,No,No,31,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.08,600.98,Yes
CUST10226,Female,0,Yes,Yes,10,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,28.98,325.49,Yes
CUST10227,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,45.54,1141.8,No
CUST10228,Female,1,Yes,Yes,15,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card,12.57,213.96,No
CUST10229,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card,54.81,329.33,Yes
CUST10230,Female,1,No,No,29,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.21,1488.14,No
CUST10231,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Bank transfer,67.16,1326.2,Yes
CUST10232,Female,0,No,Yes,10,Yes,No,DSL,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,47.54,530.3,No
CUST10233,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Mailed check,50.67,2983.83,No
CUST10234,Male,0,No,No,0,Yes,No,DSL,No,Yes,Yes,No,No,One year,No,Electronic check,37.7,32.98029678333782,No
CUST10235,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Two year,No,Mailed check,50.71,508.24,No
CUST10236,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.62,127.57,No
CUST10237,Male,0,Yes,No,34,Yes,Yes,No,No,No,No,No,No,One year,Yes,Mailed check,19.87,694.49,Yes
CUST10238,Female,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Two year,Yes,Mailed check,60.39,1803.05,Yes
CUST10239,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Two year,Yes,Electronic check,54.14,541.24,No
CUST10240,Female,0,No,No,27,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,32.04,891.28,No
CUST10241,Female,0,Yes,No,12,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,22.11,283.71,Yes
CUST10242,Female,0,No,No,33,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,46.1,1564.16,Yes
CUST10243,Male,0,No,No,14,No,No,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Credit card,54.06,808.63,No
CUST10244,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,One year,No,Electronic check,41.07,543.13,No
CUST10245,Female,0,No,Yes,65,Yes,No,DSL,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,56.01,3695.36,No
CUST10246,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card,58.79,421.77,Yes
CUST10247,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,21.65,101.98,Yes
CUST10248,Female,1,No,No,21,Yes,Yes,DSL,Yes,No,Yes,No,No,One year,Yes,Bank transfer,49.47,1096.89,No
CUST10249,Female,0,Yes,No,72,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,16.37,1200.35,Yes
CUST10250,Male,0,Yes,No,11,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,18.2,221.67,No
CUST10251,Male,0,No,Yes,1,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,21.15,50.95,Yes
CUST10252,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.54,526.29,No
CUST10253,Male,0,No,Yes,16,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,19.74,345.43,No
CUST10254,Male,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,42.02,216.24,Yes
CUST10255,Female,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,Yes,No,Month-to-month,No,Credit card,53.68,1392.08,No
CUST10256,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Bank transfer,21.99,1614.23,No
CUST10257,Female,0,No,Yes,14,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,No,Electronic check,47.15,708.16,Yes
CUST10258,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,70.04,769.38,No
CUST10259,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,64.68,836.08,No
CUST10260,Female,0,No,Yes,2,Yes,No,DSL,No,No,No,No,Yes,One year,Yes,Bank transfer,42.07,127.87,No
CUST10261,Female,0,No,No,51,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,No,Credit card,26.69,1397.84,Yes
CUST10262,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,61.16,803.97,No
CUST10263,Female,0,No,Yes,11,Yes,Yes,DSL,No,Yes,Yes,No,No,One year,No,Mailed check,50.77,612.77,No
CUST10264,Female,0,No,No,25,No,No,No,No,No,No,No,No,One year,No,Bank transfer,24.82,651.32,No
CUST10265,Female,0,No,Yes,14,Yes,No,DSL,No,No,No,Yes,No,Two year,Yes,Electronic check,37.85,580.47,No
CUST10266,Female,0,No,No,25,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,No,Electronic check,47.41,1231.16,No
CUST10267,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Bank transfer,53.07,94.99,Yes
CUST10268,Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Two year,No,Electronic check,63.86,2631.27,No
CUST10269,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,Two year,Yes,Electronic check,53.42,3627.26,Yes
CUST10270,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.03,1319.88,No
CUST10271,Female,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,20.72,1494.6,Yes
CUST10272,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,56.05,229.91,Yes
CUST10273,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,Yes,One year,Yes,Bank transfer,39.9,622.19,No
CUST10274,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.65,1341.45,No
CUST10275,Female,0,No,No,20,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,26.67,565.95,No
CUST10276,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,47.32,622.38,Yes
CUST10277,Female,1,No,No,9,Yes,No,DSL,,No,Yes,No,Yes,One year,Yes,Bank transfer,41.22,405.68,No
CUST10278,Female,0,No,No,3,No,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,55.82,221.94,No
CUST10279,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Two year,Yes,Credit card,58.72,695.91,No
CUST10280,Female,0,Yes,No,4,No,No,Fiber optic,No,No,No,No,No,One year,No,Credit card,51.59,252.47,Yes
CUST10281,Male,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,47.82,1532.9,No
CUST10282,Male,0,No,No,5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,One year,No,Credit card,57.26,338.54,Yes
CUST10283,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Mailed check,57.14,111.84,No
CUST10284,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,Yes,No,One year,Yes,Mailed check,32.4,633.35,Yes
CUST10285,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,48.87,1086.47,No
CUST10286,Male,0,No,No,49,No,No,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,63.28,3169.1,No
CUST10287,Female,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Credit card,34.64,735.37,No
CUST10288,Male,0,No,No,10,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Bank transfer,21.21,246.21,Yes
CUST10289,Female,0,Yes,Yes,38,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,24.18,934.77,Yes
CUST10290,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,,No,Month-to-month,No,Electronic check,56.25,1065.17,No
CUST10291,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Credit card,43.72,68.49,No
CUST10292,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,57.58,1240.58,No
CUST10293,Male,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer,63.36,3673.38,No
CUST10294,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,43.88,580.83,No
CUST10295,Female,0,Yes,Yes,8,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Bank transfer,20.57,172.75,Yes
CUST10296,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,No,Two year,No,Credit card,38.75,164.96,Yes
CUST10297,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,One year,Yes,Electronic check,54.37,236.06,Yes
CUST10298,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,55.16,771.64,Yes
CUST10299,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.63,1323.75,No
CUST10300,Male,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,46.03,136.7,No
CUST10301,Female,1,No,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Mailed check,60.0,4057.73,No
CUST10302,Female,0,No,No,33,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,42.34,1439.18,Yes
CUST10303,Female,0,Yes,No,21,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Mailed check,12.16,275.73,No
CUST10304,Female,0,No,Yes,42,Yes,No,DSL,No,Yes,No,No,Yes,One year,Yes,Bank transfer,54.67,2350.45,No
CUST10305,Female,0,Yes,No,2,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,18.05,51.31,No
CUST10306,Female,0,Yes,No,15,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,20.73,336.96,No
CUST10307,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,No,Yes,Two year,Yes,Credit card,41.57,1003.72,Yes
CUST10308,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,Two year,Yes,Credit card,53.57,2286.91,No
CUST10309,Male,0,Yes,No,36,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,32.71,1211.16,Yes
CUST10310,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,16.95,159.96,Yes
CUST10311,Male,1,No,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,50.5,3420.65,No
CUST10312,Male,0,No,No,3,No,No,DSL,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,46.46,184.99,Yes
CUST10313,Female,0,No,Yes,49,No,No,Fiber optic,Yes,No,No,Yes,No,One year,Yes,Electronic check,60.07,3022.92,No
CUST10314,Female,0,No,Yes,72,Yes,No,DSL,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,55.29,4047.21,No
CUST10315,Female,0,Yes,No,4,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Credit card,12.18,55.77,No
CUST10316,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,46.71,1450.07,No
CUST10317,Male,0,Yes,Yes,0,No,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.25,61.255291538468164,Yes
CUST10318,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,55.53,714.41,No
CUST10319,Male,0,Yes,No,17,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,27.35,491.56,No
CUST10320,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,One year,Yes,Bank transfer,42.3,885.5,Yes
CUST10321,Female,0,No,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,63.26,4176.29,Yes
CUST10322,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,No,Electronic check,45.81,1229.39,No
CUST10323,Male,0,Yes,No,15,No,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card,59.81,944.19,No
CUST10324,Female,1,No,No,39,Yes,No,DSL,No,No,No,Yes,No,One year,No,Electronic check,34.47,1378.39,No
CUST10325,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,54.21,3974.48,No
CUST10326,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,59.96,65.76024214453204,Yes
CUST10327,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.21,4027.01,Yes
CUST10328,Male,0,No,Yes,2,Yes,No,DSL,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,68.12,211.9,Yes
CUST10329,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,Two year,Yes,Mailed check,61.86,2534.68,No
CUST10330,Male,0,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.38,461.72,No
CUST10331,Female,0,Yes,No,3,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card,13.41,53.6,Yes
CUST10332,Male,0,No,Yes,13,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,35.93,510.02,Yes
CUST10333,Male,1,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,60.37,1501.7,No
CUST10334,Male,1,Yes,No,11,No,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,61.4,741.83,No
CUST10335,Male,0,Yes,No,1,No,No,DSL,No,No,Yes,No,No,One year,No,Credit card,37.79,78.33,No
CUST10336,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Two year,Yes,Electronic check,37.62,827.07,Yes
CUST10337,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.42,2706.5,No
CUST10338,Male,0,Yes,No,11,No,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.8,855.22,No
CUST10339,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.76,325.38,Yes
CUST10340,Female,0,No,No,14,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,23.45,358.04,Yes
CUST10341,Male,0,Yes,No,1,No,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.31,121.35,No
CUST10342,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.56,2252.39,No
CUST10343,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,74.24,3191.94,Yes
CUST10344,Male,0,No,No,21,No,No,Fiber optic,Yes,No,Yes,No,No,One year,No,Bank transfer,53.25,1172.49,No
CUST10345,Female,0,No,No,10,Yes,No,DSL,,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,48.35,529.85,No
CUST10346,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,68.38,2667.0,No
CUST10347,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.94,1245.78,Yes
CUST10348,Male,1,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.37,2328.66,Yes
CUST10349,Female,0,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,18.17,442.53,Yes
CUST10350,Female,0,No,Yes,36,Yes,No,DSL,Yes,No,No,No,Yes,Two year,Yes,Electronic check,45.3,1680.48,No
CUST10351,Female,0,No,No,21,No,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.37,1105.51,Yes
CUST10352,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,59.3,783.84,No
CUST10353,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,One year,Yes,Credit card,56.23,4101.88,No
CUST10354,Male,0,No,Yes,18,Yes,Yes,DSL,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,49.52,951.43,No
CUST10355,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,One year,Yes,Bank transfer,59.96,1375.74,Yes
CUST10356,Male,1,No,No,5,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,26.57,149.82,No
CUST10357,Female,0,Yes,No,23,No,No,No,No,No,No,No,No,Two year,Yes,Credit card,15.25,369.65,No
CUST10358,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,Two year,No,Mailed check,46.68,969.23,No
CUST10359,Female,0,Yes,No,4,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,16.3,86.86,Yes
CUST10360,Male,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,64.54,117.14,No
CUST10361,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.93,1306.2,No
CUST10362,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,60.69,2109.83,Yes
CUST10363,Female,0,No,No,17,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,23.74,455.56,Yes
CUST10364,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Credit card,64.35,433.91,Yes
CUST10365,Male,0,Yes,No,26,No,No,Fiber optic,Yes,No,No,No,No,One year,Yes,Electronic check,46.52,1256.14,No
CUST10366,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Credit card,57.19,183.0,Yes
CUST10367,Female,1,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Two year,No,Mailed check,59.02,836.64,No
CUST10368,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,No,No,Two year,No,Electronic check,39.88,207.91,No
CUST10369,Male,0,No,No,4,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.29,88.28,Yes
CUST10370,Male,1,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Two year,No,Electronic check,54.91,342.97,No
CUST10371,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Bank transfer,50.54,615.61,No
CUST10372,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,No,Month-to-month,No,Bank transfer,51.29,104.7,Yes
CUST10373,Female,0,No,No,12,Yes,Yes,Fiber optic,,Yes,No,No,No,One year,Yes,Mailed check,44.26,577.79,No
CUST10374,Male,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,54.29,974.18,Yes
CUST10375,Male,0,Yes,No,15,Yes,No,DSL,No,No,No,No,Yes,One year,No,Bank transfer,43.13,680.98,Yes
CUST10376,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Two year,No,Credit card,57.86,706.69,No
CUST10377,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Two year,No,Bank transfer,55.21,2442.36,No
CUST10378,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Credit card,67.29,260.32,Yes
CUST10379,Male,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,One year,Yes,Electronic check,40.17,681.35,No
CUST10380,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Credit card,56.39,111.35,No
CUST10381,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,47.0,93.67,No
CUST10382,Female,1,No,Yes,20,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,18.65,392.29,No
CUST10383,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,57.83,1223.9,Yes
CUST10384,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Credit card,63.7,3241.23,Yes
CUST10385,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Bank transfer,36.08,713.14,Yes
CUST10386,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,No,Yes,One year,No,Electronic check,44.67,3273.28,No
CUST10387,Male,0,No,No,1,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,14.25,23.87,No
CUST10388,Female,1,No,Yes,2,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.82,136.83,No
CUST10389,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Credit card,60.99,117.13,No
CUST10390,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.83,345.85,Yes
CUST10391,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,No,Credit card,46.77,904.18,No
CUST10392,Male,0,No,No,24,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,10.01,259.5,Yes
CUST10393,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Two year,No,Credit card,70.47,152.42,No
CUST10394,Male,0,No,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,45.69,3252.19,Yes
CUST10395,Female,0,Yes,No,44,Yes,No,DSL,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,38.25,1730.71,No
CUST10396,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,41.06,362.66,Yes
CUST10397,Male,0,Yes,No,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,26.73,51.47,No
CUST10398,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.04,265.3,No
CUST10399,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,41.33,163.22,Yes
CUST10400,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,44.25,183.84,No
CUST10401,Female,0,Yes,Yes,17,No,No,Fiber optic,Yes,No,No,No,No,One year,Yes,Electronic check,60.32,1087.11,Yes
CUST10402,Female,0,Yes,No,6,No,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card,54.44,394.19,No
